Gene,Name,baseMean,baseMean_N2_20C,baseMean_N2_34C,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00000488,che-7,85.96309711,125.6268374,46.45903587,-1.35029932,0.196748626,-6.863068629,6.74E-12,1.76E-10
WBGene00002213,kin-32,384.5913063,481.4413936,288.0209828,-0.729039099,0.106248573,-6.861636599,6.81E-12,1.78E-10
WBGene00008198,C49C3.8,135.8417029,190.5574896,80.61447023,-1.185421548,0.172777278,-6.860980564,6.84E-12,1.78E-10
WBGene00012627,Y38H6C.15,49.93699287,6.971013767,92.50521612,2.589934544,0.377495298,6.860839223,6.85E-12,1.78E-10
WBGene00002012,hsp-12.3,31.08866997,6.625941803,55.79261634,2.367019864,0.345099625,6.858946487,6.94E-12,1.81E-10
WBGene00008121,C46F11.6,444.9111751,580.4896494,309.4800974,-0.88525418,0.129195442,-6.852054273,7.28E-12,1.89E-10
WBGene00008287,C54C6.5,58.32362525,91.51564492,25.65477132,-1.662378838,0.242618167,-6.851831665,7.29E-12,1.89E-10
WBGene00044677,ZK353.10,60.27456668,97.50292278,23.11876896,-1.831080105,0.267543462,-6.84404728,7.70E-12,2.00E-10
WBGene00021486,lbp-9,4048.942102,3038.49763,5057.386161,0.723115059,0.105697222,6.841381887,7.84E-12,2.03E-10
WBGene00001225,eif-3.B,9070.651777,7582.239992,10557.86437,0.474311125,0.069439913,6.830525892,8.46E-12,2.19E-10
WBGene00001879,his-5,46.38075218,19.15643115,73.91605624,1.743520992,0.255329077,6.828525019,8.58E-12,2.21E-10
WBGene00017157,tyra-2,81.72780604,121.2380553,42.82903939,-1.403652417,0.205688106,-6.824178817,8.84E-12,2.28E-10
WBGene00010970,glb-20,144.6125413,199.7505106,89.53578367,-1.111778352,0.163025332,-6.819666246,9.13E-12,2.35E-10
WBGene00019643,K11C4.2,119.7183477,167.5535701,72.55847544,-1.155545639,0.169516585,-6.816711425,9.31E-12,2.39E-10
WBGene00000118,alh-12,3049.250808,2526.96682,3569.984183,0.494726043,0.072642319,6.810438447,9.73E-12,2.50E-10
WBGene00009174,F26H9.2,518.2999436,647.2909738,387.632081,-0.727451516,0.106820503,-6.810036433,9.76E-12,2.50E-10
WBGene00019002,syp-6,207.0036142,144.485259,270.2138453,0.881054372,0.129406459,6.808426536,9.87E-12,2.53E-10
WBGene00219592,linc-84,28.55397936,3.035315606,54.38508335,2.65900819,0.390680974,6.806085692,1.00E-11,2.56E-10
WBGene00017193,F07C3.2,483.1559911,595.1358611,372.1051256,-0.668051932,0.098201607,-6.802861479,1.03E-11,2.62E-10
WBGene00013164,Y53F4B.18,634.0417029,879.0773777,388.3969511,-1.129918407,0.166213277,-6.798003305,1.06E-11,2.70E-10
WBGene00011944,T23D8.3,3802.153477,3129.893989,4473.077702,0.510962811,0.075179965,6.796529027,1.07E-11,2.73E-10
WBGene00003254,mig-23,901.0277486,1093.270805,708.8664238,-0.617605586,0.09087334,-6.796334144,1.07E-11,2.73E-10
WBGene00004929,soc-2,2336.207362,3169.507368,1501.327507,-1.040577573,0.153199422,-6.792307447,1.10E-11,2.80E-10
WBGene00011221,R10E12.2,266.3767652,351.633562,182.3696141,-0.921613578,0.135761841,-6.788458149,1.13E-11,2.87E-10
WBGene00020504,svh-2,1761.705344,2280.225972,1244.96816,-0.852925998,0.125671049,-6.786972859,1.15E-11,2.90E-10
WBGene00007730,C25G4.2,933.8930782,669.9371416,1196.487642,0.818910818,0.120713704,6.783909305,1.17E-11,2.96E-10
WBGene00018861,cutl-21,64.42821752,100.8761772,28.3698515,-1.655999147,0.244122748,-6.783469228,1.17E-11,2.96E-10
WBGene00003173,mec-9,306.0625549,449.8831818,161.5072158,-1.383596031,0.204198494,-6.775740627,1.24E-11,3.12E-10
WBGene00004239,puf-3,69.28766017,28.5927845,109.7109976,1.73428531,0.256554579,6.759907829,1.38E-11,3.47E-10
WBGene00019765,M03F8.6,121.8466257,186.2226466,58.39705851,-1.538161056,0.22753602,-6.760077186,1.38E-11,3.47E-10
WBGene00002975,lev-8,166.0607529,222.1407867,110.3952812,-0.977657271,0.144656991,-6.758451582,1.39E-11,3.50E-10
WBGene00013312,hhat-2,170.3787979,275.1112856,64.85858051,-1.832511563,0.271388232,-6.752361916,1.45E-11,3.65E-10
WBGene00011315,mbr-1,37.41117723,61.42729888,13.32463077,-1.905097859,0.282158169,-6.751879148,1.46E-11,3.66E-10
WBGene00009294,F31D4.9,1956.84347,1490.426325,2423.443118,0.690686995,0.102330649,6.749561355,1.48E-11,3.71E-10
WBGene00017886,mfsd-13.1,256.0298784,359.2663236,153.0499556,-1.175164517,0.174147505,-6.748098515,1.50E-11,3.74E-10
WBGene00021396,cutl-24,183.9381005,281.7424086,85.63529159,-1.571749297,0.232946986,-6.747240321,1.51E-11,3.76E-10
WBGene00018995,ccpp-1,944.6494166,1148.51782,742.1219951,-0.622295867,0.092268268,-6.744419085,1.54E-11,3.83E-10
WBGene00022647,slc-17.1,506.5481042,620.6380696,391.5944624,-0.655261655,0.097387773,-6.728377044,1.72E-11,4.27E-10
WBGene00020762,zer-1,3240.334881,3894.884055,2584.777254,-0.585079941,0.08697859,-6.726712146,1.74E-11,4.31E-10
WBGene00021546,laat-1,1131.807358,1367.387254,895.6995277,-0.603242152,0.089683374,-6.726354374,1.74E-11,4.32E-10
WBGene00014036,ZK643.5,1277.89347,953.4942608,1601.374192,0.735030826,0.109280587,6.726087837,1.74E-11,4.32E-10
WBGene00001017,dnc-1,2327.682649,2617.126455,2037.97583,-0.35936549,0.053510747,-6.715762904,1.87E-11,4.63E-10
WBGene00015291,C01B12.8,242.1522082,81.38732986,403.075549,1.972659166,0.294187175,6.70545604,2.01E-11,4.97E-10
WBGene00008686,F11A10.5,568.3678975,691.8201818,443.6222878,-0.632788566,0.094421351,-6.701752898,2.06E-11,5.09E-10
WBGene00019345,tmem-135,520.0581774,675.2864623,364.1266358,-0.869066161,0.12979984,-6.69543324,2.15E-11,5.30E-10
WBGene00013180,cutl-10,248.1364177,396.0364503,99.41927593,-1.76809987,0.264242551,-6.691200418,2.21E-11,5.45E-10
WBGene00007047,wts-1,491.3855836,614.1172241,368.5041307,-0.724283559,0.108254912,-6.690537575,2.22E-11,5.47E-10
WBGene00000663,col-88,22.43779456,1.115931065,43.9451718,2.733428476,0.408632837,6.689204162,2.24E-11,5.51E-10
WBGene00022090,Y69A2AR.19,37.3721892,1.879999795,73.26940588,2.748111164,0.410893893,6.688128517,2.26E-11,5.55E-10
WBGene00219727,linc-39,72.19051297,5.133686034,139.59702,2.71996266,0.406854899,6.685338349,2.30E-11,5.65E-10
WBGene00000230,atp-3,17160.65058,14966.93826,19355.37989,0.36933201,0.055248428,6.684932419,2.31E-11,5.66E-10
WBGene00008497,F01D5.7,53.44311448,0.545050668,106.6025591,2.792751739,0.417819769,6.684106273,2.32E-11,5.68E-10
WBGene00013218,Y54G11A.9,330.0231302,252.0692965,407.3858735,0.682104582,0.102100426,6.680722192,2.38E-11,5.81E-10
WBGene00004410,rla-2,12359.71675,8988.444794,15730.23115,0.790893514,0.118425333,6.678414947,2.42E-11,5.89E-10
WBGene00022487,fbxa-21,47.62503807,19.66899956,75.06001639,1.722774532,0.258334277,6.668780267,2.58E-11,6.28E-10
WBGene00019230,ttll-11,56.39073081,90.61570177,21.80660808,-1.804253765,0.270739623,-6.66416592,2.66E-11,6.47E-10
WBGene00022382,Y94H6A.10,6720.616419,3932.718683,9507.60395,1.210385996,0.181694306,6.661661692,2.71E-11,6.58E-10
WBGene00004753,sec-8,871.3882365,1025.338769,717.1574604,-0.511360756,0.07677235,-6.660741179,2.72E-11,6.61E-10
WBGene00005641,sro-1,76.32446415,114.0324197,39.02364654,-1.435576691,0.215577139,-6.65922509,2.75E-11,6.67E-10
WBGene00009893,F49E11.7,10.78416183,0.15329146,21.76068487,2.759082302,0.414386863,6.658228206,2.77E-11,6.71E-10
WBGene00007623,C16C10.2,1350.718181,1078.800209,1621.947323,0.581809481,0.087411229,6.656003933,2.81E-11,6.80E-10
WBGene00003030,lin-45,781.3667049,1034.969575,528.0576457,-0.942184773,0.141590439,-6.654296571,2.85E-11,6.87E-10
WBGene00014300,D2023.1,508.9987411,736.4856531,282.5892552,-1.301642297,0.195820829,-6.647108506,2.99E-11,7.21E-10
WBGene00012934,gly-9,1228.384069,1455.771224,998.9216074,-0.538201247,0.080974475,-6.646554281,3.00E-11,7.22E-10
WBGene00015531,C06E4.2,76.81220097,114.5409001,39.05652923,-1.438933468,0.216533419,-6.645318205,3.03E-11,7.27E-10
WBGene00017010,D1007.15,389.3660491,484.6754552,293.7728571,-0.710307663,0.106977329,-6.639796183,3.14E-11,7.54E-10
WBGene00007044,cpna-5,681.7777442,835.3794811,527.380839,-0.654228791,0.098648462,-6.631920825,3.31E-11,7.95E-10
WBGene00021271,spe-47,28.46888454,6.841249637,50.53862261,2.253587642,0.340064976,6.626932494,3.43E-11,8.21E-10
WBGene00000007,aat-6,489.6859212,719.5302524,259.2787886,-1.37517327,0.207745838,-6.619498547,3.60E-11,8.62E-10
WBGene00013200,Y54E5A.5,1683.252947,1224.621647,2140.987397,0.789227698,0.119248398,6.618350546,3.63E-11,8.68E-10
WBGene00011383,T02E9.5,872.0989957,1152.054233,593.3746894,-0.929450967,0.140439688,-6.618150326,3.64E-11,8.68E-10
WBGene00011072,tag-209,1717.182293,1256.684854,2176.674429,0.776572979,0.117441219,6.612439711,3.78E-11,9.01E-10
WBGene00010275,acc-1,85.04505856,129.0920615,41.27323206,-1.51051186,0.228530085,-6.609684927,3.85E-11,9.17E-10
WBGene00007234,C01G10.7,499.6246379,356.4608128,643.1928145,0.831769109,0.125963895,6.603234296,4.02E-11,9.56E-10
WBGene00001708,grk-1,840.7356312,1067.838189,615.0273508,-0.779783058,0.118164485,-6.599132227,4.14E-11,9.82E-10
WBGene00015702,C11D2.4,1155.322584,976.0964801,1334.960736,0.448699088,0.068014558,6.597103598,4.19E-11,9.94E-10
WBGene00003170,mec-6,100.9733476,140.8136883,61.13593374,-1.14876184,0.174272104,-6.591771233,4.35E-11,1.03E-09
WBGene00014092,ZK822.5,727.3979538,999.2018515,454.3974635,-1.090415998,0.165477674,-6.58950524,4.41E-11,1.04E-09
WBGene00008263,C53A5.2,32.6824043,10.19946905,54.86758044,2.024573632,0.307347304,6.587250338,4.48E-11,1.06E-09
WBGene00015403,clec-10,686.5748322,898.8901929,473.2119157,-0.900227245,0.136713849,-6.584755304,4.56E-11,1.08E-09
WBGene00016619,C43H6.6,33.37991272,56.62645302,9.925853688,-2.062588577,0.313415537,-6.581002968,4.67E-11,1.10E-09
WBGene00000584,cog-1,81.2235727,124.6896973,37.65345183,-1.57106086,0.238866571,-6.5771483,4.80E-11,1.13E-09
WBGene00001459,flp-16,571.5690883,737.787338,403.7667956,-0.848459825,0.129011154,-6.576639306,4.81E-11,1.13E-09
WBGene00018569,F47F2.1,349.3043543,470.5001906,229.1657628,-1.002168651,0.152415796,-6.575228286,4.86E-11,1.14E-09
WBGene00007116,B0198.3,250.9343715,347.9830739,154.5833731,-1.119915474,0.17037976,-6.573054658,4.93E-11,1.16E-09
WBGene00016139,ntl-9,742.3153551,928.4169127,556.5257941,-0.725256706,0.110348547,-6.572417386,4.95E-11,1.16E-09
WBGene00010174,F56H9.2,1626.736938,1072.499256,2179.51451,0.988754557,0.150565386,6.566944668,5.14E-11,1.20E-09
WBGene00015913,C17F4.7,21793.30721,26604.69335,16979.86629,-0.638973655,0.09732198,-6.565563663,5.18E-11,1.21E-09
WBGene00004355,rha-1,1666.187793,1970.382223,1363.445725,-0.526299767,0.080173806,-6.564485224,5.22E-11,1.22E-09
WBGene00002064,iff-1,2354.387916,1791.535532,2918.822967,0.692806085,0.105565336,6.562818012,5.28E-11,1.23E-09
WBGene00007824,dlat-2,3222.92559,2591.713582,3854.636637,0.56652858,0.086338849,6.561687883,5.32E-11,1.24E-09
WBGene00017800,F25G6.9,1174.556159,1397.707659,952.837861,-0.547212646,0.083438822,-6.558249936,5.44E-11,1.27E-09
WBGene00044612,Y57E12AR.1,96.57472652,135.630462,57.09763561,-1.186388241,0.180937506,-6.556895062,5.49E-11,1.28E-09
WBGene00020719,natc-1,1365.693755,1565.338444,1166.967113,-0.42119976,0.064245188,-6.556129317,5.52E-11,1.28E-09
WBGene00009182,F26H11.4,45.95843939,11.65385822,80.68413232,2.205635966,0.336586242,6.552959361,5.64E-11,1.31E-09
WBGene00014219,ZK1098.2,538.6012949,654.0192612,424.3385958,-0.616126376,0.094124804,-6.545844977,5.92E-11,1.37E-09
WBGene00019666,sago-1,579.6020452,692.4734056,465.9382127,-0.565457412,0.086397933,-6.544802527,5.96E-11,1.38E-09
WBGene00021766,hex-4,354.6750777,443.5172606,264.6457476,-0.731373198,0.111755831,-6.54438515,5.97E-11,1.38E-09
WBGene00002177,jkk-1,75.08210289,110.2969323,39.96353174,-1.366133065,0.208756683,-6.544140504,5.98E-11,1.38E-09
WBGene00017123,maoc-1,4152.533332,3413.864819,4890.929076,0.514072298,0.078721488,6.530266521,6.57E-11,1.51E-09
WBGene00019167,H06I04.1,233.1628114,298.54598,168.2113091,-0.809091397,0.123982339,-6.525860082,6.76E-11,1.55E-09
WBGene00021058,vps-18,640.8977541,763.3488665,517.7071589,-0.554365915,0.084976916,-6.523723625,6.86E-11,1.58E-09
WBGene00011185,R10D12.1,279.9445986,60.86030603,499.6137191,2.311891113,0.354415468,6.523110089,6.89E-11,1.58E-09
WBGene00016170,tmem-131,3547.853358,4588.602576,2508.628966,-0.849516525,0.130268833,-6.52125689,6.97E-11,1.60E-09
WBGene00017792,F25E5.16,81.40967615,119.1371178,43.16676391,-1.365113633,0.209458839,-6.517336001,7.16E-11,1.64E-09
WBGene00004478,rps-9,90139.16207,64941.15224,115336.9037,0.809953102,0.124289799,6.516649887,7.19E-11,1.64E-09
WBGene00008735,F13D2.1,987.9510421,1241.487863,736.1449108,-0.739871156,0.113566148,-6.514891719,7.27E-11,1.66E-09
WBGene00008453,E02A10.3,143.2426936,196.0446819,89.71346084,-1.08128563,0.165976902,-6.51467532,7.28E-11,1.66E-09
WBGene00008110,C46C2.2,2824.067863,4068.250125,1578.963481,-1.284689775,0.197355199,-6.509530958,7.54E-11,1.72E-09
WBGene00007647,C17E4.10,773.294202,621.5874799,924.3711739,0.566254458,0.087025081,6.506796082,7.68E-11,1.75E-09
WBGene00014061,ZK673.5,23.94356917,6.33489006,41.31109715,2.152775643,0.33087238,6.506362492,7.70E-11,1.75E-09
WBGene00007969,acs-19,6755.583202,5116.059129,8394.415192,0.702306357,0.107952173,6.505717665,7.73E-11,1.75E-09
WBGene00014197,ZK1053.2,34.88119032,10.28708393,59.78289487,2.074725804,0.31929757,6.497781375,8.15E-11,1.85E-09
WBGene00016503,C37C3.11,41.11057863,65.49891554,16.80865336,-1.730920512,0.266772869,-6.488367879,8.68E-11,1.96E-09
WBGene00015919,C17G10.7,46.56040632,75.17918043,17.98788468,-1.797733415,0.27709534,-6.487779305,8.71E-11,1.97E-09
WBGene00009588,F40F11.3,281.1332431,100.9587364,461.8930683,1.8846346,0.290524128,6.487015771,8.76E-11,1.98E-09
WBGene00011966,T23G7.3,2436.358416,1961.646562,2909.816612,0.562680251,0.086769138,6.484797056,8.89E-11,2.00E-09
WBGene00016463,C35E7.11,260.6407094,329.0060925,193.1337947,-0.753405255,0.116204989,-6.483415748,8.97E-11,2.02E-09
WBGene00021444,ttc-7,717.8637967,869.589188,567.3182019,-0.608319389,0.09393053,-6.476269067,9.40E-11,2.12E-09
WBGene00010179,F57A8.4,50.7341485,78.11583456,23.16488616,-1.584712493,0.244786627,-6.473852397,9.55E-11,2.15E-09
WBGene00008434,D2089.3,67.21041292,106.2711085,27.89314314,-1.709179281,0.264148264,-6.470530065,9.77E-11,2.19E-09
WBGene00014015,panl-3,1354.025553,1600.711219,1107.820661,-0.525932269,0.081285646,-6.470173923,9.79E-11,2.19E-09
WBGene00014079,ZK792.7,121.3754643,167.3803623,75.67584929,-1.096051129,0.169401034,-6.470156065,9.79E-11,2.19E-09
WBGene00011489,T05F1.2,104.7586002,63.2734659,146.0328602,1.149365324,0.17767554,6.468900114,9.87E-11,2.21E-09
WBGene00018078,F35H12.6,38.65381356,62.3668113,15.22360396,-1.776866567,0.274841877,-6.465050327,1.01E-10,2.26E-09
WBGene00020193,T03F1.12,134.751017,180.079162,89.15012833,-0.979780407,0.151550063,-6.465061013,1.01E-10,2.26E-09
WBGene00005021,sqv-3,246.2221524,316.2559419,176.783425,-0.819389907,0.126759716,-6.464119124,1.02E-10,2.27E-09
WBGene00004499,rps-30,36487.62304,26192.88194,46780.70242,0.817168159,0.126491659,6.460253296,1.05E-10,2.33E-09
WBGene00007531,C11H1.7,80.74625493,116.4965158,45.08932519,-1.28631107,0.19914308,-6.459230572,1.05E-10,2.34E-09
WBGene00000479,cgh-1,1852.567477,2559.796811,1145.646523,-1.108802046,0.171684323,-6.458376784,1.06E-10,2.35E-09
WBGene00007520,C11E4.6,1011.397002,1334.38427,688.0808767,-0.926549473,0.143472631,-6.458022473,1.06E-10,2.35E-09
WBGene00013078,ttr-25,654.4070003,450.0725899,857.2097856,0.902728243,0.139877896,6.453687615,1.09E-10,2.42E-09
WBGene00010130,vha-14,12937.28935,11282.88202,14591.81505,0.369280555,0.057233376,6.452188917,1.10E-10,2.44E-09
WBGene00008803,lips-10,1839.653476,2334.451587,1343.520705,-0.780057967,0.120908623,-6.4516322,1.11E-10,2.45E-09
WBGene00004889,smp-1,1023.321825,1349.637933,695.7812438,-0.926778377,0.143698521,-6.449463555,1.12E-10,2.48E-09
WBGene00000507,cit-1.1,622.911812,804.697017,442.1607444,-0.842270339,0.130700708,-6.444267594,1.16E-10,2.56E-09
WBGene00014193,nhr-247,10.30430437,0.153291457,20.65629509,2.676715447,0.415554387,6.441311971,1.18E-10,2.61E-09
WBGene00044392,C25H3.16,9.703374308,0.153291434,19.56439401,2.673763835,0.415248562,6.438947854,1.20E-10,2.65E-09
WBGene00016970,C56E6.2,259.725943,164.8663988,355.78345,1.064576967,0.165371826,6.437474834,1.21E-10,2.67E-09
WBGene00002991,lin-2,674.1161107,896.4918205,451.3713174,-0.957589401,0.148823759,-6.434385267,1.24E-10,2.72E-09
WBGene00001262,emb-8,4024.849676,4706.77795,3343.701858,-0.489188734,0.07603157,-6.434021168,1.24E-10,2.73E-09
WBGene00002113,ins-30,131.6168253,191.1968757,72.43199372,-1.311327396,0.203959781,-6.429343037,1.28E-10,2.81E-09
WBGene00000558,cnc-4,241.6634437,33.97414365,449.8678232,2.498512613,0.388800188,6.426212454,1.31E-10,2.86E-09
WBGene00011760,T13H5.6,785.4473267,1069.41969,500.2584382,-1.052301257,0.163769891,-6.425486687,1.31E-10,2.87E-09
WBGene00010214,slc-9B.2,118.2873345,160.5019765,76.15214482,-1.034106436,0.160974006,-6.424058525,1.33E-10,2.90E-09
WBGene00004756,sec-24.2,2239.153234,2935.777598,1543.943034,-0.900352328,0.140164635,-6.42353422,1.33E-10,2.90E-09
WBGene00008868,F15G9.5,187.3043322,262.6986997,112.9853469,-1.157934266,0.180268407,-6.423389916,1.33E-10,2.90E-09
WBGene00003728,nhr-138,556.6346318,709.0312861,402.5330813,-0.798227031,0.124459099,-6.413569084,1.42E-10,3.09E-09
WBGene00009408,F35C12.3,610.2204815,891.4695953,328.3512672,-1.343879056,0.209539919,-6.413475126,1.42E-10,3.09E-09
WBGene00023068,rpl-41.2,77129.81571,51924.10668,102334.8745,0.947311593,0.147726941,6.41258517,1.43E-10,3.11E-09
WBGene00013154,Y53F4B.7,10.75182459,0.15329148,21.68410026,2.666479887,0.416034126,6.409281647,1.46E-10,3.17E-09
WBGene00018462,F45E1.1,171.8093648,225.6894133,118.2017852,-0.905635429,0.141343399,-6.407341531,1.48E-10,3.21E-09
WBGene00010476,rnf-113,734.6519635,586.4585161,884.6184685,0.585864733,0.091458097,6.40582684,1.50E-10,3.24E-09
WBGene00013877,ints-2,772.2765784,897.8075104,645.6893297,-0.47185019,0.073669813,-6.404932639,1.50E-10,3.25E-09
WBGene00018872,F55C12.5,1187.231509,1397.070996,978.8367013,-0.508604403,0.079408835,-6.40488433,1.50E-10,3.25E-09
WBGene00016714,C46F2.1,303.8053622,423.0911976,184.5686782,-1.139902361,0.178023697,-6.403093404,1.52E-10,3.28E-09
WBGene00010593,gsnl-1,2507.185599,2087.960505,2926.385519,0.483035286,0.075447279,6.402289007,1.53E-10,3.30E-09
WBGene00002089,ins-6,91.8012201,136.4041744,47.14094845,-1.4158451,0.221168429,-6.401660066,1.54E-10,3.31E-09
WBGene00010785,top-2,2547.854664,3020.695567,2076.561584,-0.535234687,0.083613284,-6.401311642,1.54E-10,3.31E-09
WBGene00009002,hint-1,1711.014984,1353.575127,2068.773493,0.604100255,0.09448124,6.393864606,1.62E-10,3.47E-09
WBGene00001116,dyc-1,758.5454264,931.605559,586.8304061,-0.65658359,0.102713543,-6.392376059,1.63E-10,3.50E-09
WBGene00017400,stg-2,58.4756705,90.56545794,26.37089895,-1.599920078,0.250393643,-6.3896194,1.66E-10,3.56E-09
WBGene00021657,Y48G1A.1,385.4060492,486.0024568,284.0547994,-0.758835024,0.118775029,-6.388843115,1.67E-10,3.57E-09
WBGene00016810,C50D2.7,1155.080633,961.3273127,1347.896988,0.483583887,0.075734779,6.385228769,1.71E-10,3.66E-09
WBGene00011994,samp-1,687.350465,832.7605209,543.160147,-0.608427515,0.095305567,-6.383966142,1.73E-10,3.68E-09
WBGene00001909,his-35,3678.163233,2602.459799,4754.748903,0.847046321,0.132734242,6.381520765,1.75E-10,3.74E-09
WBGene00004444,rpl-30,30736.69764,22843.79814,38628.5989,0.74290659,0.116423213,6.381086487,1.76E-10,3.74E-09
WBGene00013588,nlp-42,416.2260422,318.432014,513.1894058,0.677237444,0.106157217,6.379570462,1.78E-10,3.78E-09
WBGene00009939,ztf-11,273.7537913,360.8432162,186.943916,-0.919675506,0.144202018,-6.3776882,1.80E-10,3.82E-09
WBGene00007562,C14A4.12,305.8002277,466.6155018,144.0570199,-1.539269864,0.241495765,-6.373900036,1.84E-10,3.91E-09
WBGene00015743,soap-1,2286.210302,2895.094475,1678.9542,-0.769326635,0.12078027,-6.369638304,1.89E-10,4.02E-09
WBGene00004732,sax-7,5439.012483,6594.392724,4283.698285,-0.61400872,0.096427633,-6.367559817,1.92E-10,4.07E-09
WBGene00011823,T18D3.6,248.6774853,172.9571726,325.4232294,0.885941672,0.139268202,6.361406686,2.00E-10,4.23E-09
WBGene00007273,C03C10.7,13.91298481,1.652051118,26.33129515,2.489208002,0.391333963,6.360827937,2.01E-10,4.24E-09
WBGene00012802,set-25,213.902184,281.4124141,147.2480169,-0.906503119,0.142525564,-6.360284377,2.01E-10,4.25E-09
WBGene00003229,mex-3,400.5817322,488.7220359,313.1723994,-0.63283949,0.099570418,-6.355697805,2.07E-10,4.37E-09
WBGene00003870,ooc-5,878.4787905,1126.473735,628.9387946,-0.820273924,0.129144766,-6.351584735,2.13E-10,4.49E-09
WBGene00020553,ttc-17,2761.346599,3487.791964,2035.778769,-0.760453013,0.119897959,-6.342501711,2.26E-10,4.75E-09
WBGene00000613,col-36,12.74587524,1.083560101,24.47152984,2.545659772,0.401445352,6.341236127,2.28E-10,4.79E-09
WBGene00006817,unc-85,921.4732411,770.4477529,1073.040689,0.474091109,0.074769182,6.340728825,2.29E-10,4.80E-09
WBGene00006497,tag-151,5357.797801,4691.742588,6025.305109,0.35924593,0.056710716,6.334709883,2.38E-10,4.98E-09
WBGene00006594,tom-1,1493.716966,1743.768998,1243.271888,-0.483964292,0.076404774,-6.334215313,2.39E-10,5.00E-09
WBGene00022459,Y110A7A.9,1004.620725,1241.616307,767.1869202,-0.682835051,0.107832838,-6.332347959,2.41E-10,5.05E-09
WBGene00001836,hda-3,789.4113873,645.4198545,932.6500688,0.525799645,0.083168686,6.322086756,2.58E-10,5.39E-09
WBGene00010093,capg-2,419.720244,506.883868,333.5567936,-0.595965505,0.094283814,-6.320973646,2.60E-10,5.42E-09
WBGene00020113,R151.10,756.2079324,627.7284818,884.0139275,0.489657581,0.077477412,6.320004377,2.62E-10,5.45E-09
