Gene,Name,baseMean,baseMean_N2_OP50,baseMean_N2_S-macescens_Db10,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00020813,T25G12.6,57.41276241,14.21874549,87.5409699,2.49935752,0.377295035,6.624411365,3.49E-11,4.37E-10
WBGene00006952,wrt-6,65.33595594,17.01852995,98.05708899,2.415153688,0.364654902,6.623121403,3.52E-11,4.40E-10
WBGene00015809,C16A3.4,1069.325469,1539.757651,761.9965503,-1.007644769,0.152167255,-6.621955338,3.54E-11,4.43E-10
WBGene00016520,C39B5.2,124.2761394,216.3035035,64.77106775,-1.703922388,0.257352036,-6.620978855,3.57E-11,4.46E-10
WBGene00015936,C17H12.11,241.4465868,390.2268136,145.6569545,-1.402115886,0.211803877,-6.619878274,3.59E-11,4.49E-10
WBGene00019471,cyp-35B2,18.35782766,0.333676413,30.77724047,4.797689251,0.725218635,6.61550741,3.70E-11,4.62E-10
WBGene00008354,gcsh-1,195.4279339,75.39969968,266.4834944,1.778371909,0.268840887,6.614960728,3.72E-11,4.63E-10
WBGene00016431,C35A11.4,44.61187848,6.831953224,68.84067886,3.068849096,0.46397402,6.614269252,3.73E-11,4.65E-10
WBGene00006632,tsp-6,105.7575887,186.343684,53.50744244,-1.760490941,0.266372976,-6.60911993,3.87E-11,4.81E-10
WBGene00007336,C05C12.4,293.6685255,134.0366296,407.7191568,1.576656246,0.238603103,6.607861439,3.90E-11,4.85E-10
WBGene00001020,dnj-2,255.9900143,128.3872769,346.9640548,1.414167445,0.214108149,6.604921179,3.98E-11,4.94E-10
WBGene00012444,Y15E3A.5,291.8482292,467.5923678,181.3206344,-1.34924048,0.204338808,-6.602957565,4.03E-11,5.00E-10
WBGene00009133,bed-3,108.9383324,40.49025615,154.2299901,1.879389303,0.284716644,6.600911259,4.09E-11,5.07E-10
WBGene00022337,pals-16,82.77159919,26.39230368,124.5331271,2.163055775,0.32771979,6.600320883,4.10E-11,5.09E-10
WBGene00014108,ZK856.7,1963.896706,2809.019078,1389.985233,-1.007702378,0.152682629,-6.599980535,4.11E-11,5.09E-10
WBGene00044074,mltn-5,24.050603,1.417208272,39.3700517,4.074416233,0.617383112,6.599494147,4.13E-11,5.11E-10
WBGene00017063,mctp-1,130.0321835,51.77597881,185.5301862,1.798595845,0.27254731,6.599206,4.13E-11,5.11E-10
WBGene00012239,W04A8.4,258.0936774,424.1580939,154.9956619,-1.431481313,0.216940228,-6.59850563,4.15E-11,5.13E-10
WBGene00077764,F59C6.16,702.7730454,1068.729401,469.1940161,-1.176096662,0.178259122,-6.597680101,4.18E-11,5.16E-10
WBGene00001527,gcs-1,1187.921799,753.0158126,1477.849722,0.966323996,0.146493649,6.596354175,4.21E-11,5.20E-10
WBGene00009640,nspc-10,319.9918145,510.9431875,200.0277833,-1.335974089,0.202595694,-6.594286705,4.27E-11,5.27E-10
WBGene00008596,clec-54,309.3522712,164.4939276,410.7107428,1.304217719,0.197847486,6.592035856,4.34E-11,5.34E-10
WBGene00011328,T01D3.3,509.0966608,758.7013889,345.3952926,-1.125117302,0.170763349,-6.588751674,4.44E-11,5.46E-10
WBGene00007174,mboa-1,61.56871566,16.32670789,90.7550762,2.371493963,0.360799073,6.57289372,4.93E-11,6.07E-10
WBGene00018031,F35B3.4,68.89301915,20.18403256,103.3612129,2.268612792,0.345155818,6.572720715,4.94E-11,6.07E-10
WBGene00012107,T27F6.8,58.59504925,111.0527584,19.9487935,-2.371450278,0.361010377,-6.568925527,5.07E-11,6.22E-10
WBGene00013284,daf-22,1458.584778,837.7035435,1860.658851,1.140549916,0.173626654,6.568979434,5.07E-11,6.22E-10
WBGene00014944,Y68A4A.12,45.25877342,90.55750682,13.08073515,-2.643490084,0.402580035,-6.566371535,5.16E-11,6.32E-10
WBGene00000653,col-77,150.0274125,58.51306272,205.2237909,1.768462704,0.269484422,6.562393064,5.30E-11,6.49E-10
WBGene00017336,ugt-41,87.78608883,27.70490252,133.0542827,2.185433409,0.333090749,6.561075077,5.34E-11,6.54E-10
WBGene00015298,C01F1.3,185.0410194,86.76744068,249.7289168,1.50037388,0.228907168,6.554508064,5.58E-11,6.83E-10
WBGene00001063,dpy-1,64.80232703,17.30019854,96.38101811,2.375322521,0.362569607,6.55135587,5.70E-11,6.96E-10
WBGene00010747,K10D11.3,33.95885231,3.807355165,56.89199948,3.517817733,0.536956504,6.551401663,5.70E-11,6.96E-10
WBGene00017302,F09F7.5,488.678244,281.2516052,624.115214,1.139153577,0.173945521,6.548910067,5.80E-11,7.07E-10
WBGene00016906,C53D5.5,224.4172203,108.2937885,297.5151063,1.435950123,0.219526456,6.541125603,6.11E-11,7.44E-10
WBGene00008233,C50F4.8,416.5485414,627.7527576,279.6222488,-1.155542081,0.176688855,-6.539982842,6.15E-11,7.49E-10
WBGene00013381,cyp-31A5,434.7852044,648.4953077,286.7863267,-1.165521104,0.178279316,-6.537612596,6.25E-11,7.61E-10
WBGene00000776,cpl-1,13921.47878,8348.664357,17622.50929,1.068913273,0.16355766,6.535391095,6.34E-11,7.72E-10
WBGene00001386,far-2,95248.68077,146022.7458,61383.91558,-1.23645146,0.189221834,-6.53440163,6.39E-11,7.76E-10
WBGene00001042,dnj-24,349.8381598,193.0547251,452.6601525,1.216203,0.186296674,6.528313011,6.65E-11,8.08E-10
WBGene00003077,lsm-3,561.1172321,824.9651619,382.2830346,-1.099963962,0.168510265,-6.527578374,6.68E-11,8.11E-10
WBGene00016659,C45B2.2,166.1924926,276.8260418,90.63400049,-1.581288605,0.242471003,-6.521557562,6.96E-11,8.44E-10
WBGene00018146,F37C4.6,599.7115206,318.0074044,776.7111141,1.27298867,0.195244176,6.519982803,7.03E-11,8.52E-10
WBGene00219308,W06G6.20,27.57495047,61.03110528,5.076357615,-3.279119175,0.502975517,-6.51944094,7.06E-11,8.54E-10
WBGene00009738,hecw-1,101.6712932,176.7535162,48.2959297,-1.825322005,0.279990615,-6.51922567,7.07E-11,8.55E-10
WBGene00003553,nas-37,1324.973309,1871.769492,965.012017,-0.949557386,0.145755647,-6.514721084,7.28E-11,8.80E-10
WBGene00015613,C08F1.10,51.07551679,103.4897405,17.8147053,-2.427206157,0.372580559,-6.514580803,7.29E-11,8.80E-10
WBGene00044535,K11D12.13,877.1941404,523.1767975,1122.474221,1.091831384,0.167687584,6.511104512,7.46E-11,9.00E-10
WBGene00003730,nhx-2,246.5010938,122.3392545,332.5400174,1.421171194,0.218502508,6.50414133,7.81E-11,9.42E-10
WBGene00018215,igcm-1,90.04508543,161.2073334,43.45987874,-1.843705552,0.28363824,-6.500200931,8.02E-11,9.66E-10
WBGene00020509,hex-1,4658.901945,6484.632179,3433.514779,-0.911786548,0.140320477,-6.497886604,8.15E-11,9.81E-10
WBGene00008768,F13G3.10,2580.458836,3611.159333,1896.117067,-0.923646306,0.142203632,-6.495237112,8.29E-11,9.97E-10
WBGene00001160,efk-1,698.9678858,1045.491874,476.6240994,-1.122882881,0.172922738,-6.493552511,8.38E-11,1.01E-09
WBGene00009482,F36G3.1,316.3833283,171.2063002,417.4925591,1.270917352,0.195771419,6.491843176,8.48E-11,1.02E-09
WBGene00021178,Y9C9A.8,53.9690371,13.01301964,82.31566134,2.532274191,0.390074125,6.491776894,8.48E-11,1.02E-09
WBGene00019819,aass-1,692.0756469,420.2305521,876.9110964,1.052695422,0.162173384,6.491172579,8.52E-11,1.02E-09
WBGene00011966,T23G7.3,972.6549022,1428.644832,673.7995411,-1.075121106,0.165650127,-6.490312581,8.57E-11,1.03E-09
WBGene00006533,tba-7,193.9643281,92.50185103,260.0953426,1.467631869,0.226330022,6.484477214,8.90E-11,1.07E-09
WBGene00003812,nrf-5,657.752572,953.622529,459.7978646,-1.044005479,0.161134563,-6.47909088,9.23E-11,1.10E-09
WBGene00011063,cpg-3,3024.402895,4310.912574,2155.354462,-0.992833923,0.153241879,-6.478868112,9.24E-11,1.10E-09
WBGene00011590,bus-19,97.58837353,35.99664636,140.4819388,1.91023659,0.294850316,6.478665576,9.25E-11,1.11E-09
WBGene00001748,gsp-2,4237.773907,5817.850946,3180.203286,-0.866575377,0.133819809,-6.475688337,9.44E-11,1.13E-09
WBGene00002061,ife-3,1515.873244,2164.070869,1073.97025,-1.003305255,0.15496896,-6.474233663,9.53E-11,1.14E-09
WBGene00007315,C04H5.7,319.3460197,504.7221488,203.0161462,-1.29774782,0.200446197,-6.474295059,9.53E-11,1.14E-09
WBGene00000717,col-144,1243.877828,796.9613698,1544.061034,0.947861185,0.146461074,6.471761821,9.69E-11,1.15E-09
WBGene00022286,rga-4,1179.582771,1829.571791,733.9488437,-1.301191494,0.201129088,-6.469434667,9.84E-11,1.17E-09
WBGene00003981,pes-8,319.4617581,496.6055854,206.8011859,-1.249401778,0.193170526,-6.467869621,9.94E-11,1.18E-09
WBGene00011090,R07B7.6,131.600056,52.31981215,189.4951304,1.811228064,0.28036049,6.460354182,1.04E-10,1.24E-09
WBGene00000560,cnc-6,60.65603094,114.107487,21.87164691,-2.286066362,0.353938661,-6.458933741,1.05E-10,1.25E-09
WBGene00013349,Y59A8B.12,540.042754,797.298112,361.9424025,-1.128579402,0.174751665,-6.458189694,1.06E-10,1.26E-09
WBGene00006913,vha-4,1611.101683,1041.772777,1995.088879,0.931427114,0.144260635,6.456557691,1.07E-10,1.27E-09
WBGene00008632,fbxa-88,23.21534628,1.289939125,37.29744617,4.041584755,0.626002011,6.456184944,1.07E-10,1.27E-09
WBGene00050917,Y53G8AL.4,57.08032767,111.4507098,16.14533761,-2.631853791,0.407850035,-6.45299391,1.10E-10,1.30E-09
WBGene00015464,C05C8.7,676.6323775,414.4368829,851.5015852,1.030678455,0.159845049,6.44798487,1.13E-10,1.34E-09
WBGene00007717,C25D7.5,62.46070264,17.06396643,95.54905905,2.378782146,0.369436083,6.438954552,1.20E-10,1.42E-09
WBGene00022428,Y104H12D.4,157.2206399,257.7280343,88.23016944,-1.519615449,0.236034066,-6.438119191,1.21E-10,1.43E-09
WBGene00269382,F33D11.16,38.37793434,79.09412843,10.1392186,-2.781771113,0.432124662,-6.437427333,1.22E-10,1.43E-09
WBGene00016722,C46G7.2,1049.00687,643.7010089,1322.668289,1.030762017,0.160229266,6.433044624,1.25E-10,1.47E-09
WBGene00003572,ncx-7,132.0353388,55.78689238,185.388305,1.694783133,0.26352782,6.431135546,1.27E-10,1.49E-09
WBGene00010982,flp-32,55.92337364,107.4519628,20.3237784,-2.303727603,0.35822612,-6.430931393,1.27E-10,1.49E-09
WBGene00021326,Y34B4A.10,107.7079769,42.45352478,154.4796604,1.817099278,0.282587885,6.430209402,1.27E-10,1.50E-09
WBGene00001006,dlg-1,1793.527633,2503.351628,1314.917713,-0.922998062,0.143573372,-6.428755218,1.29E-10,1.51E-09
WBGene00019931,R07C12.1,21.77093997,52.68012551,2.776226362,-3.736425848,0.581457983,-6.425960183,1.31E-10,1.54E-09
WBGene00015739,ugt-7,45.54557152,9.0687102,69.64244739,2.753511494,0.428784241,6.421671386,1.35E-10,1.58E-09
WBGene00003511,mxl-3,417.9323644,232.3928134,546.1763523,1.219201232,0.190207576,6.409845797,1.46E-10,1.71E-09
WBGene00004277,rab-18,590.7371759,890.0859997,379.9505648,-1.214400436,0.189465494,-6.409612687,1.46E-10,1.71E-09
WBGene00045163,Y67A10A.14,82.76408766,158.3792947,24.79289478,-2.533796849,0.395412092,-6.407990302,1.47E-10,1.73E-09
WBGene00004424,rpl-12,16125.71869,23863.60791,10952.32778,-1.11311832,0.173786524,-6.405089958,1.50E-10,1.76E-09
WBGene00017823,pals-34,123.8932347,217.6059365,64.85893417,-1.707962421,0.266899252,-6.399277662,1.56E-10,1.83E-09
WBGene00004236,ptr-22,39.03735478,83.793395,10.58735252,-2.798641761,0.437620744,-6.395130479,1.60E-10,1.87E-09
WBGene00011944,T23D8.3,684.9537836,1042.127145,456.5687416,-1.178248986,0.1842628,-6.394394232,1.61E-10,1.88E-09
WBGene00018744,F53B3.6,129.4887194,55.47762794,178.0444808,1.64738511,0.257640256,6.394129302,1.61E-10,1.88E-09
WBGene00009880,F49C12.11,3737.896012,5686.220923,2424.048441,-1.216272069,0.190335417,-6.390151059,1.66E-10,1.93E-09
WBGene00020551,T17H7.7,155.7092088,67.82649108,217.0210969,1.642955079,0.257150901,6.389069884,1.67E-10,1.94E-09
WBGene00007650,ugt-23,556.7033041,285.2251975,748.9482673,1.373173439,0.214957929,6.388103213,1.68E-10,1.96E-09
WBGene00011854,T20B3.14,329.5873669,528.3059593,186.357864,-1.477892249,0.231498621,-6.384021812,1.72E-10,2.01E-09
WBGene00044396,ZK1290.14,363.2990162,206.2551301,469.6144641,1.174651713,0.184166274,6.37821295,1.79E-10,2.08E-09
WBGene00006955,wrt-9,79.59377707,21.71594372,113.2088212,2.278452561,0.35733801,6.376183046,1.82E-10,2.11E-09
WBGene00022517,ZC123.1,126.053087,42.50128677,174.4435154,1.972027799,0.309691217,6.367722722,1.92E-10,2.23E-09
WBGene00016934,mboa-3,506.1199946,274.4062094,670.7884658,1.273821595,0.200208669,6.362469714,1.99E-10,2.30E-09
WBGene00006530,tba-4,531.0474921,309.5961354,673.2326143,1.110136572,0.17463866,6.356762984,2.06E-10,2.39E-09
WBGene00044322,tag-280,221.2632898,373.2413047,110.4610483,-1.715773286,0.269919129,-6.356619821,2.06E-10,2.39E-09
WBGene00004483,rps-14,15275.5988,22970.11025,10130.71303,-1.168706708,0.183861223,-6.356461063,2.06E-10,2.39E-09
WBGene00019184,H10E21.4,92.50388,31.81903439,128.9717419,1.956847149,0.307858692,6.356316059,2.07E-10,2.39E-09
WBGene00006566,tgt-1,203.8450581,321.9369609,125.2450094,-1.343197336,0.211372343,-6.35465035,2.09E-10,2.41E-09
WBGene00015205,moa-2,1042.153636,1612.590935,651.7244581,-1.290299273,0.203080571,-6.353632285,2.10E-10,2.43E-09
WBGene00220142,Y37F4.15,34.49072959,74.88135376,7.89759544,-3.004880869,0.473005296,-6.352742545,2.12E-10,2.44E-09
WBGene00015778,got-2.2,2859.32355,3940.651219,2134.172663,-0.87954232,0.138505558,-6.350231206,2.15E-10,2.48E-09
WBGene00015609,math-4,127.1775891,54.60593278,176.8332129,1.659392921,0.261415219,6.347728816,2.19E-10,2.52E-09
WBGene00013213,Y54G11A.2,464.646205,686.8943491,315.5551371,-1.11157988,0.175197273,-6.344732761,2.23E-10,2.56E-09
WBGene00202501,Y57E12B.10,62.31003748,124.0605662,24.42873184,-2.252040441,0.35494787,-6.34470758,2.23E-10,2.56E-09
WBGene00010998,R03G8.3,123.5573205,50.80497617,175.2882152,1.744981707,0.275037242,6.344528812,2.23E-10,2.56E-09
WBGene00022274,Y73E7A.8,62.60057844,13.19402523,90.97035239,2.615034728,0.412268072,6.343044508,2.25E-10,2.59E-09
WBGene00000976,dhs-13,949.6612225,1460.729465,595.6771499,-1.277684378,0.201777323,-6.332150514,2.42E-10,2.77E-09
WBGene00020222,fut-6,138.8753396,59.38486134,196.4501173,1.687778203,0.266542208,6.332123586,2.42E-10,2.77E-09
WBGene00000539,cln-3.1,56.64676142,15.6978965,84.66884609,2.324663343,0.367310381,6.328880053,2.47E-10,2.83E-09
WBGene00019436,K06A9.2,58.98056764,110.9276169,23.51173004,-2.155313716,0.340680488,-6.326495915,2.51E-10,2.87E-09
WBGene00004915,snr-2,1278.644544,1802.689897,921.5373391,-0.961142537,0.151971539,-6.324490398,2.54E-10,2.91E-09
WBGene00015545,C06G1.1,105.0489697,38.9444728,144.9805882,1.8442035,0.291611999,6.324168787,2.55E-10,2.91E-09
WBGene00001795,gtl-1,719.150846,379.5416812,958.3361753,1.318482895,0.208665147,6.318654145,2.64E-10,3.02E-09
WBGene00045195,F53F4.17,27.7908341,60.62313786,5.703441995,-3.126951298,0.494971728,-6.317434147,2.66E-10,3.04E-09
WBGene00008155,C47E12.12,25.08122161,55.27880528,4.266899533,-3.337080497,0.528249104,-6.317247814,2.66E-10,3.04E-09
WBGene00002248,lam-3,150.4813999,247.7755782,86.67964561,-1.489185023,0.235784403,-6.315875872,2.69E-10,3.06E-09
WBGene00011830,cyp-29A2,101.7469687,37.25546557,150.1898547,1.952027652,0.309142437,6.314330933,2.71E-10,3.09E-09
WBGene00000668,col-93,433.8120773,180.8595534,589.8964139,1.667323036,0.26411558,6.312853764,2.74E-10,3.12E-09
WBGene00044260,Y87G2A.19,46.77157631,95.40183162,15.74493792,-2.472471028,0.392079105,-6.3060515,2.86E-10,3.26E-09
WBGene00194814,linc-34,42.87670653,85.90661254,13.18291869,-2.559333783,0.406078313,-6.302562097,2.93E-10,3.33E-09
WBGene00010524,K03B8.6,227.4874966,115.619802,301.5739531,1.363182963,0.21631495,6.301843496,2.94E-10,3.34E-09
WBGene00022099,Y69A2AR.28,507.3230746,809.8611918,293.5064506,-1.440260352,0.228598591,-6.300390334,2.97E-10,3.37E-09
WBGene00012148,inos-1,1472.642899,2237.555699,949.2633159,-1.222555019,0.194293783,-6.292301267,3.13E-10,3.55E-09
WBGene00017101,E02H9.3,170.3289779,77.4677789,231.144895,1.546738011,0.245931896,6.289294049,3.19E-10,3.62E-09
WBGene00016201,tdo-2,714.6381061,445.1070306,893.6987958,0.997842183,0.158712676,6.287098202,3.23E-10,3.66E-09
WBGene00008506,tkt-1,4920.462453,3135.893718,6098.702961,0.952827717,0.151628125,6.283977429,3.30E-10,3.74E-09
WBGene00013025,vha-13,4819.741227,3259.048038,5855.669103,0.840731829,0.133821167,6.28250259,3.33E-10,3.77E-09
WBGene00023271,F19G12.t1,30.86519471,64.32406387,6.777440005,-2.994685349,0.476682479,-6.282348277,3.33E-10,3.77E-09
WBGene00011548,T06G6.6,50.27960077,12.59988994,76.49346652,2.472990929,0.394016178,6.27636901,3.47E-10,3.91E-09
WBGene00004488,rps-19,11669.67352,17538.91929,7741.428647,-1.167288146,0.186023726,-6.274942294,3.50E-10,3.95E-09
WBGene00011116,pdcd-2,599.5818201,882.2529249,407.3046376,-1.104408155,0.176048595,-6.273314217,3.53E-10,3.99E-09
WBGene00020952,kel-8,379.9693161,205.5076895,489.8159701,1.237864935,0.197328006,6.273133555,3.54E-10,3.99E-09
WBGene00018547,clec-78,77.61705552,139.4982696,35.56065815,-1.913899859,0.30511087,-6.272801286,3.55E-10,3.99E-09
WBGene00020617,T20D4.11,91.99677007,164.6651495,46.31459063,-1.784140498,0.284426517,-6.272764291,3.55E-10,3.99E-09
WBGene00004216,ptr-1,75.26837706,25.21749054,109.1847749,2.042259501,0.325587424,6.272538031,3.55E-10,3.99E-09
WBGene00010475,K01F9.2,257.7939505,131.4815328,348.8191647,1.386625266,0.221264845,6.266812373,3.69E-10,4.14E-09
WBGene00015716,sox-4,237.2040052,124.6065335,314.2260259,1.316165462,0.210103691,6.264361457,3.74E-10,4.20E-09
WBGene00012589,nspe-4,55.1581635,114.3633205,19.38844071,-2.439134649,0.389825734,-6.25698725,3.92E-10,4.40E-09
WBGene00016513,C38C3.4,97.23145295,170.8808789,48.73875682,-1.764937744,0.282070517,-6.257079838,3.92E-10,4.40E-09
WBGene00007071,AC3.5,497.2682682,290.0978989,641.6502997,1.133702502,0.18119839,6.256691909,3.93E-10,4.41E-09
WBGene00021805,Y53G8AM.5,18.99360653,0.746002633,30.9166081,4.275449316,0.684189252,6.248927911,4.13E-10,4.63E-09
WBGene00019493,catp-5,255.9819734,135.1028928,341.2083768,1.318392174,0.211108948,6.245079548,4.24E-10,4.74E-09
WBGene00003877,pept-1,522.7152218,306.8281729,674.4057149,1.124910408,0.180136263,6.244774854,4.24E-10,4.75E-09
WBGene00016894,C53B7.3,4441.449107,6152.132789,3310.438877,-0.888501743,0.142415613,-6.238794516,4.41E-10,4.93E-09
WBGene00010267,lips-9,56.52474924,14.66020648,82.49891438,2.371664443,0.380263509,6.236897283,4.46E-10,4.98E-09
WBGene00020256,T05C3.6,129.3754571,53.62634081,185.5270553,1.747411538,0.28040681,6.231701508,4.61E-10,5.15E-09
WBGene00010157,oac-34,32.97281328,5.207422596,50.60405962,3.013493724,0.483811081,6.228657926,4.70E-10,5.24E-09
WBGene00016061,hpo-15,2260.093869,1446.154444,2812.99218,0.952982956,0.153104809,6.224382918,4.83E-10,5.39E-09
WBGene00015167,B0403.3,207.6475686,106.3732391,274.402649,1.347154612,0.216552072,6.22092692,4.94E-10,5.50E-09
WBGene00022038,Y65B4BL.6,83.19740613,28.49398072,116.3725818,1.964304193,0.315981499,6.216516476,5.08E-10,5.65E-09
WBGene00002041,hum-8,559.8552091,311.9546184,733.124464,1.218107645,0.196048533,6.213296408,5.19E-10,5.77E-09
WBGene00009634,nspc-9,212.2741183,332.6785027,132.3787355,-1.311141223,0.211065192,-6.212020145,5.23E-10,5.81E-09
WBGene00018656,txdc-12.2,256.5495372,135.51184,338.8672585,1.304135624,0.209982237,6.210694973,5.28E-10,5.86E-09
WBGene00013735,Y111B2A.12,778.7968034,1118.108732,545.5467891,-1.026536569,0.165358418,-6.207948675,5.37E-10,5.95E-09
WBGene00020937,W02D3.12,309.3536049,465.3661809,201.5213114,-1.193574476,0.192294217,-6.207022208,5.40E-10,5.99E-09
WBGene00023487,mrps-24,803.1475146,1156.077344,574.5053158,-1.000806496,0.161265104,-6.205970591,5.44E-10,6.02E-09
WBGene00018337,F42A9.8,486.7178467,709.1265176,334.9096599,-1.072278315,0.172818221,-6.204660052,5.48E-10,6.07E-09
WBGene00021347,rpb-10,1154.134803,1700.51909,798.5756282,-1.080319549,0.174239953,-6.200182738,5.64E-10,6.24E-09
WBGene00000822,csq-1,1725.317202,2366.746197,1298.058786,-0.861412376,0.138952716,-6.199320163,5.67E-10,6.27E-09
WBGene00015184,djr-1.1,593.0524782,851.1852914,421.7994321,-1.004732903,0.162104616,-6.198052383,5.72E-10,6.31E-09
WBGene00009673,F43G9.13,168.2701584,79.27279102,232.2025182,1.521911985,0.245722944,6.193609599,5.88E-10,6.49E-09
WBGene00019998,R10H1.1,285.1766965,446.1487168,184.5237831,-1.25764817,0.203054919,-6.19363557,5.88E-10,6.49E-09
WBGene00011407,ppat-1,112.5069882,42.91642406,164.2063224,1.880258372,0.303591004,6.193392914,5.89E-10,6.49E-09
WBGene00021348,moag-4,1137.15513,1820.947342,667.0754125,-1.424823182,0.230071508,-6.192957993,5.90E-10,6.50E-09
WBGene00000734,col-161,60.43972173,14.16694469,87.15592583,2.475318407,0.40030819,6.183531767,6.27E-10,6.90E-09
WBGene00018363,nlp-52,34.66311245,70.59601644,8.417723817,-2.846657767,0.460661018,-6.179506529,6.43E-10,7.07E-09
WBGene00006408,tag-18,763.6917623,451.1082523,968.6814106,1.091961589,0.176715038,6.179222768,6.44E-10,7.08E-09
WBGene00018797,ept-1,830.5204886,524.0422854,1039.03479,0.979846755,0.158636753,6.176669256,6.55E-10,7.19E-09
WBGene00013109,Y51H4A.15,546.0066655,833.8254731,343.777825,-1.261608462,0.204376143,-6.172973235,6.70E-10,7.35E-09
WBGene00011977,T24B8.3,2282.192715,3359.727217,1549.482245,-1.105464204,0.179241239,-6.167465762,6.94E-10,7.61E-09
WBGene00012939,subs-4,50.45745873,12.98742128,77.45160788,2.447150775,0.396834636,6.166676383,6.97E-10,7.64E-09
WBGene00003509,mxl-1,1531.55673,2427.375866,919.5415695,-1.378582847,0.223699184,-6.162663714,7.15E-10,7.83E-09
WBGene00013704,Y106G6D.8,481.0953651,763.7372475,304.0507909,-1.310393381,0.212647324,-6.162284851,7.17E-10,7.85E-09
WBGene00012202,cest-15,95.7972975,36.21140854,139.8485957,1.891817539,0.307118528,6.159893874,7.28E-10,7.96E-09
WBGene00007743,C26C6.9,257.8299439,134.7820617,346.9123604,1.344044147,0.218217313,6.159200343,7.31E-10,7.99E-09
WBGene00012548,Y37D8A.6,806.9731097,1305.111416,463.2765188,-1.46762838,0.238470551,-6.154338033,7.54E-10,8.23E-09
WBGene00011156,rbm-3.2,10478.43987,20797.07639,3594.766946,-2.40850371,0.391717643,-6.148570929,7.82E-10,8.53E-09
WBGene00007919,cup-16,574.6791344,920.9783597,355.3829424,-1.353387644,0.220182042,-6.146675856,7.91E-10,8.63E-09
WBGene00195004,K08D12.8,24.35845574,52.53060568,4.12612946,-3.295076207,0.536472373,-6.142117233,8.14E-10,8.87E-09
