Gene,Name,baseMean,baseMean_N2_OP50,baseMean_N2_PA14,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00017563,F18C5.10,1863.481906,1417.187279,2309.457318,0.684972397,0.135219259,5.065642299,4.07E-07,8.34E-06
WBGene00007748,C26E1.2,572.6053124,427.4490228,717.6572294,0.724190463,0.143190733,5.057523255,4.25E-07,8.69E-06
WBGene00022122,trap-1,12463.60964,15859.34994,9068.264148,-0.777138029,0.154045417,-5.044863014,4.54E-07,9.27E-06
WBGene00011735,hip-1,2170.268152,2702.451018,1638.574444,-0.70066293,0.138897318,-5.044466968,4.55E-07,9.28E-06
WBGene00016425,C34H4.2,1486.808789,1001.564524,1971.791599,0.925936248,0.18360327,5.043135942,4.58E-07,9.33E-06
WBGene00000034,abu-11,725.4747962,944.1053449,506.6538801,-0.857805388,0.170113238,-5.042555164,4.59E-07,9.35E-06
WBGene00008607,F09B12.3,10643.48751,13629.80907,7657.588376,-0.799643887,0.158721732,-5.03802396,4.70E-07,9.56E-06
WBGene00017777,F25B5.6,3691.749302,4579.314297,2804.666532,-0.687292719,0.136505898,-5.034893962,4.78E-07,9.71E-06
WBGene00012276,his-74,1200.779209,1505.119037,896.3503666,-0.724095845,0.14406952,-5.026016905,5.01E-07,1.02E-05
WBGene00077573,T08G5.15,31.07291464,10.08702503,52.01830894,1.768845735,0.352387777,5.019600136,5.18E-07,1.05E-05
WBGene00018361,F42G8.10,3927.725207,4884.298793,2971.273952,-0.69605959,0.138846565,-5.013156702,5.35E-07,1.08E-05
WBGene00011339,T01G5.1,250.6212053,340.3433467,161.1348488,-1.009605679,0.20156241,-5.008898635,5.47E-07,1.11E-05
WBGene00018784,F54A3.5,733.310833,924.5098197,542.5751234,-0.743032989,0.148363254,-5.008200957,5.49E-07,1.11E-05
WBGene00044746,C53H9.3,232.0540218,313.9850965,150.2689426,-0.996716748,0.199218777,-5.003126528,5.64E-07,1.14E-05
WBGene00020181,T02H6.11,4361.844942,5322.967061,3401.006429,-0.63073578,0.126096547,-5.002006743,5.67E-07,1.14E-05
WBGene00000230,atp-3,16690.4535,20018.9611,13362.4389,-0.571708947,0.114345018,-4.999858814,5.74E-07,1.15E-05
WBGene00044322,tag-280,123.0354157,166.8865685,79.15728808,-1.007129672,0.201477303,-4.998725193,5.77E-07,1.16E-05
WBGene00022368,Y92H12BR.2,742.0710339,902.7772926,581.5643738,-0.619700374,0.123991529,-4.997925104,5.80E-07,1.16E-05
WBGene00021486,lbp-9,3690.465226,4809.256238,2571.570761,-0.861623811,0.172450595,-4.996351629,5.84E-07,1.17E-05
WBGene00008905,F17B5.1,77.1284153,122.401418,31.95385263,-1.582660892,0.317291315,-4.988037228,6.10E-07,1.22E-05
WBGene00007058,dmd-6,3888.30663,4695.146656,3081.310425,-0.594586201,0.119306754,-4.983675933,6.24E-07,1.25E-05
WBGene00001749,gst-1,13319.99957,8959.658559,17680.37552,0.927607663,0.186187078,4.982126966,6.29E-07,1.26E-05
WBGene00011072,tag-209,214.7948612,285.3338515,144.3794898,-0.929361324,0.186631925,-4.979648165,6.37E-07,1.27E-05
WBGene00003653,nhr-63,95.19218884,57.53737132,132.9516214,1.11113569,0.223456273,4.972497193,6.61E-07,1.32E-05
WBGene00010993,vha-20,6413.540606,7562.79491,5264.628241,-0.514201846,0.103454532,-4.970317263,6.68E-07,1.33E-05
WBGene00000029,abu-6,349.88127,510.9899891,188.5338065,-1.279927839,0.257603872,-4.96858928,6.74E-07,1.34E-05
WBGene00011571,ttr-46,5481.431854,6660.302349,4302.326589,-0.615831462,0.123987831,-4.966870177,6.80E-07,1.35E-05
WBGene00020732,T23E7.2,5309.337772,6489.149118,4129.951962,-0.635740333,0.128024765,-4.96576059,6.84E-07,1.36E-05
WBGene00001523,gbh-2,841.935517,601.2981201,1082.266785,0.812883923,0.163782686,4.963185927,6.93E-07,1.37E-05
WBGene00003400,dapk-1,3123.820161,3825.469477,2422.500782,-0.642383649,0.129590062,-4.95704408,7.16E-07,1.41E-05
WBGene00013720,Y106G6H.8,480.4395898,592.2094996,368.5790163,-0.665432317,0.134237043,-4.957143738,7.15E-07,1.41E-05
WBGene00006697,uaf-1,2883.202165,3539.519203,2227.400438,-0.650746294,0.131288022,-4.956631124,7.17E-07,1.41E-05
WBGene00017082,DC2.5,212.5897046,291.7217834,133.6106299,-1.046705117,0.211217197,-4.955586625,7.21E-07,1.42E-05
WBGene00017775,F25B5.3,20531.07168,25580.96961,15481.05196,-0.702373192,0.141867021,-4.95092649,7.39E-07,1.45E-05
WBGene00015141,ugt-46,3081.249805,3893.372825,2268.819999,-0.75156818,0.151946728,-4.946261024,7.57E-07,1.49E-05
WBGene00013000,ddl-2,173.801432,237.4548836,110.363213,-1.029404431,0.208253637,-4.943032184,7.69E-07,1.51E-05
WBGene00044977,F56C4.4,71.12569675,36.10060603,106.0486594,1.354956054,0.274170355,4.942022469,7.73E-07,1.52E-05
WBGene00013904,ugt-6,1093.964332,1642.582862,545.3044357,-1.379350409,0.279303702,-4.9385325,7.87E-07,1.54E-05
WBGene00006493,ivns-1,4132.330666,4909.835008,3355.093426,-0.539461897,0.109307953,-4.93524835,8.00E-07,1.57E-05
WBGene00003095,lys-6,47.94237589,79.06106627,16.90640042,-1.706741041,0.345845849,-4.934976228,8.02E-07,1.57E-05
WBGene00022280,Y74C10AL.2,937.0809625,1153.482882,720.6613202,-0.66013085,0.133971632,-4.927392757,8.33E-07,1.63E-05
WBGene00012130,slc-17.4,941.2067943,1228.256657,653.9157574,-0.865720753,0.17608829,-4.916401614,8.81E-07,1.72E-05
WBGene00004487,rps-18,18212.13923,22732.09508,13692.61765,-0.708183553,0.144138627,-4.913211456,8.96E-07,1.74E-05
WBGene00044323,tag-281,206.9310237,270.3770663,143.336672,-0.87090453,0.177288561,-4.912356024,9.00E-07,1.75E-05
WBGene00194803,C25F9.16,13.5403657,1.139469354,26.02959635,2.01380767,0.410441328,4.906444684,9.27E-07,1.80E-05
WBGene00002280,let-2,34036.56783,42512.89603,25560.80413,-0.710473451,0.144921187,-4.902481593,9.46E-07,1.84E-05
WBGene00017484,F15E6.3,78.36193011,121.1892506,35.61920196,-1.480924103,0.302164595,-4.901051041,9.53E-07,1.85E-05
WBGene00002077,imb-3,19612.81233,23705.25738,15520.80654,-0.597295522,0.121926777,-4.898805153,9.64E-07,1.87E-05
WBGene00017874,acdh-9,2897.914092,3591.170964,2204.597568,-0.683090323,0.139571049,-4.89421216,9.87E-07,1.91E-05
WBGene00009754,F46A9.1,695.5902794,495.2936039,895.88452,0.818122397,0.167281265,4.890699479,1.00E-06,1.94E-05
WBGene00019511,lido-8,693.1482909,887.128496,499.6615559,-0.794519327,0.162608711,-4.886080975,1.03E-06,1.98E-05
WBGene00004408,rla-0,84139.96949,102660.2033,65620.30119,-0.629444397,0.128836159,-4.885619095,1.03E-06,1.99E-05
WBGene00019104,asp-7,18.27870308,3.516582775,32.96896814,1.931761452,0.395616449,4.882914891,1.05E-06,2.01E-05
WBGene00004960,spe-6,681.7382574,846.253618,517.4296653,-0.688258379,0.14101074,-4.880893329,1.06E-06,2.03E-05
WBGene00019760,calu-1,15411.91191,19715.38308,11108.86617,-0.793915911,0.16270181,-4.879576405,1.06E-06,2.04E-05
WBGene00021286,tald-1,5081.05199,6110.641558,4051.80982,-0.580096643,0.119033241,-4.873400375,1.10E-06,2.10E-05
WBGene00015391,sdha-1,6589.205986,8030.303355,5148.635528,-0.625277568,0.128364411,-4.871113149,1.11E-06,2.13E-05
WBGene00004471,rps-2,19749.27139,24766.53711,14732.54308,-0.724062185,0.148765259,-4.867145655,1.13E-06,2.17E-05
WBGene00004474,rps-5,14157.07991,17772.57987,10542.04572,-0.727740654,0.149594636,-4.864750996,1.15E-06,2.19E-05
WBGene00020915,nol-58,12502.10065,15172.09168,9832.611768,-0.610813334,0.125766782,-4.856714361,1.19E-06,2.28E-05
WBGene00020317,pdf-1,1159.459294,893.0768539,1425.800062,0.65620798,0.13514317,4.855650341,1.20E-06,2.29E-05
WBGene00010197,F57C2.5,2280.563861,2782.338557,1779.212153,-0.628655318,0.129614886,-4.850178387,1.23E-06,2.35E-05
WBGene00017431,cest-33,2542.5444,1978.662112,3106.818526,0.634062755,0.130738,4.849873435,1.24E-06,2.35E-05
WBGene00017759,sucl-2,3639.916287,4533.079231,2747.217006,-0.699610373,0.144263743,-4.84952322,1.24E-06,2.35E-05
WBGene00022490,Y119D3B.13,172.5222329,240.549798,104.6494757,-1.101061183,0.227051256,-4.84939482,1.24E-06,2.35E-05
WBGene00013001,noa-1,955.3860371,1200.293,710.7931827,-0.729660963,0.150667033,-4.842870712,1.28E-06,2.43E-05
WBGene00018519,F46H5.3,41700.74369,50657.83407,32744.16044,-0.614219788,0.126892388,-4.840477796,1.30E-06,2.45E-05
WBGene00015362,fbxa-105,425.3654716,228.1212528,622.5229539,1.278811255,0.264371878,4.837168248,1.32E-06,2.49E-05
WBGene00010770,K11D2.4,675.4332145,841.8985304,509.2603607,-0.701906743,0.145292664,-4.830985425,1.36E-06,2.56E-05
WBGene00022347,Y82E9BR.14,1842.355374,2226.962813,1458.120834,-0.596883898,0.123552955,-4.830996522,1.36E-06,2.56E-05
WBGene00000644,col-68,351.2756514,449.1961641,253.6349758,-0.790592371,0.163700856,-4.829494414,1.37E-06,2.58E-05
WBGene00017291,F09E5.14,217.5193125,134.5566324,300.4774938,1.068104765,0.221162421,4.829503865,1.37E-06,2.58E-05
WBGene00021167,cyp-32B1,509.8877228,314.2306219,705.795578,1.074702357,0.22253432,4.829378027,1.37E-06,2.58E-05
WBGene00010018,fbxa-69,109.5883498,62.53348952,156.4893616,1.190634861,0.246672737,4.826779293,1.39E-06,2.61E-05
WBGene00001768,gst-20,617.6050514,438.081622,797.5656633,0.825221662,0.171261344,4.818493439,1.45E-06,2.71E-05
WBGene00012768,eef-1B.2,6035.741186,7320.687539,4751.208348,-0.608636026,0.126335727,-4.817608134,1.45E-06,2.72E-05
WBGene00015010,ptps-1,503.3164189,332.4848992,673.8542017,0.955881056,0.198544821,4.814434597,1.48E-06,2.76E-05
WBGene00019097,F59B1.2,2373.840638,2933.373828,1814.621498,-0.67234103,0.139673101,-4.813675844,1.48E-06,2.77E-05
WBGene00011856,T20D3.2,11047.87613,7423.099553,14672.46432,0.926017178,0.192403062,4.812902486,1.49E-06,2.78E-05
WBGene00001503,fum-1,9258.275254,11175.49133,7341.52708,-0.592313968,0.123113559,-4.811118871,1.50E-06,2.80E-05
WBGene00001386,far-2,68715.67272,81586.33446,55845.37151,-0.536644035,0.111628934,-4.807391929,1.53E-06,2.85E-05
WBGene00012418,Y7A9C.1,150.1602426,95.08296173,205.2277743,1.028725025,0.214163281,4.803461261,1.56E-06,2.90E-05
WBGene00004076,pod-2,8563.716627,12119.08134,5008.272814,-1.154736112,0.240490233,-4.80159256,1.57E-06,2.93E-05
WBGene00003697,nhr-107,299.151685,197.0765041,401.388579,0.961381131,0.200241445,4.80110963,1.58E-06,2.93E-05
WBGene00007000,tufm-1,12313.98653,14815.74323,9812.636606,-0.581257803,0.121140574,-4.798209072,1.60E-06,2.97E-05
WBGene00003624,nhr-28,765.5859455,607.0967032,924.2444478,0.592375794,0.123523173,4.795665309,1.62E-06,3.00E-05
WBGene00013875,cest-2.1,584.4908071,763.1129938,406.040279,-0.864300344,0.180284217,-4.794098782,1.63E-06,3.03E-05
WBGene00015859,C16D9.4,925.1556856,451.6718606,1398.537178,1.392214997,0.290526647,4.792038903,1.65E-06,3.05E-05
WBGene00015768,C14C11.4,218.1190636,144.0794849,292.0855949,0.955586044,0.199439169,4.791365961,1.66E-06,3.06E-05
WBGene00022309,rpc-11,315.7007814,407.7330158,223.4063553,-0.827820221,0.172847814,-4.789301084,1.67E-06,3.09E-05
WBGene00000976,dhs-13,1085.318424,1349.134911,821.8475494,-0.692315832,0.144577159,-4.788556053,1.68E-06,3.10E-05
WBGene00004420,rpl-9,29173.12451,35719.15882,22627.64437,-0.640715078,0.133859242,-4.786483698,1.70E-06,3.12E-05
WBGene00004476,rps-7,73456.87205,87705.68584,59208.44882,-0.555376718,0.116023107,-4.786776819,1.69E-06,3.12E-05
WBGene00020740,T23F4.2,352.6691851,241.7400494,463.6204444,0.88892228,0.185707291,4.786684863,1.70E-06,3.12E-05
WBGene00004164,pqn-83,2980.410842,3537.099611,2424.065745,-0.534896475,0.111784277,-4.785077908,1.71E-06,3.14E-05
WBGene00004452,rpl-38,21982.78203,26881.78185,17083.8927,-0.636446191,0.133031343,-4.784182254,1.72E-06,3.15E-05
WBGene00017613,F20A1.1,1076.075277,1320.386024,832.0094643,-0.647731319,0.135474233,-4.781214154,1.74E-06,3.19E-05
WBGene00004146,pqn-63,2170.099826,2969.242051,1371.001735,-1.032016296,0.215904985,-4.779955846,1.75E-06,3.21E-05
WBGene00020455,fbxa-59,284.5874417,151.947848,417.0882004,1.280663832,0.267991423,4.778749319,1.76E-06,3.22E-05
WBGene00014793,H40L08.2,824.1500153,1115.702821,532.5412738,-0.993827064,0.208023097,-4.777484224,1.78E-06,3.24E-05
WBGene00006647,tsr-1,831.438638,1056.052054,607.33425,-0.766525863,0.160535418,-4.774808395,1.80E-06,3.28E-05
WBGene00009306,maph-1.1,2398.643447,3299.080259,1498.505541,-1.050364974,0.220036457,-4.773595191,1.81E-06,3.29E-05
WBGene00007394,C06H5.6,1270.091453,1663.166987,877.4853681,-0.874280983,0.183217762,-4.771813464,1.83E-06,3.32E-05
WBGene00011984,T24C2.5,158.7971723,226.4632331,91.37966811,-1.17825206,0.246959592,-4.77103178,1.83E-06,3.33E-05
WBGene00021921,rbm-39,1501.132091,1838.619643,1164.155612,-0.641271602,0.134413442,-4.770888914,1.83E-06,3.33E-05
WBGene00016119,C25H3.10,488.385371,248.6280334,727.9283965,1.34050074,0.281026411,4.770016929,1.84E-06,3.34E-05
WBGene00021024,W04C9.2,1813.937506,2164.261711,1463.575449,-0.552958303,0.115919361,-4.770197989,1.84E-06,3.34E-05
WBGene00004196,prx-11,576.5904892,449.494028,703.5399277,0.629273464,0.131940379,4.769377419,1.85E-06,3.34E-05
WBGene00017957,F31F4.1,473.0270883,599.1353204,346.8062449,-0.758150282,0.158975113,-4.768987204,1.85E-06,3.35E-05
WBGene00018730,F53A9.7,495.5667098,333.3092232,657.6896963,0.922904753,0.193565983,4.767907771,1.86E-06,3.36E-05
WBGene00020222,fut-6,701.6317983,428.4142797,975.0255053,1.0869887,0.228061448,4.766209772,1.88E-06,3.38E-05
WBGene00010987,R03C1.1,350.4981123,467.2699644,233.3071821,-0.940552322,0.197487247,-4.76259777,1.91E-06,3.44E-05
WBGene00010317,idh-1,7025.260391,9333.284556,4717.174359,-0.926069693,0.194459862,-4.762266534,1.91E-06,3.44E-05
WBGene00022053,cisd-3.2,2215.322453,2720.821048,1710.073192,-0.650971565,0.136709556,-4.761712244,1.92E-06,3.45E-05
WBGene00008596,clec-54,264.4287067,337.4305878,191.5652367,-0.782645602,0.164690121,-4.752231641,2.01E-06,3.61E-05
WBGene00010605,K06G5.1,24670.23739,19071.21955,30269.28337,0.647661046,0.136298704,4.751776994,2.02E-06,3.61E-05
WBGene00021347,rpb-10,542.2668266,675.147279,409.2410471,-0.698441253,0.146986257,-4.751745296,2.02E-06,3.61E-05
WBGene00007957,C35C5.8,288.0474341,163.717519,412.3659096,1.193825702,0.251289662,4.750795133,2.03E-06,3.63E-05
WBGene00009526,clec-169,111.0373615,155.2466377,66.85203156,-1.10813808,0.2334455,-4.746881299,2.07E-06,3.69E-05
WBGene00000768,cor-1,1118.593071,1406.255253,831.358531,-0.730798589,0.153967713,-4.746440495,2.07E-06,3.69E-05
WBGene00004405,rop-1,6404.678124,5034.83729,7774.364434,0.611059947,0.128734898,4.746653445,2.07E-06,3.69E-05
WBGene00010790,sodh-1,3586.045307,2242.311457,4929.95427,1.047681638,0.221036533,4.73985736,2.14E-06,3.81E-05
WBGene00000381,cct-6,12337.2354,14546.14621,10128.75632,-0.512989476,0.108259611,-4.738512075,2.15E-06,3.83E-05
WBGene00013037,Y49E10.18,917.2758933,1181.289669,653.1660401,-0.815655181,0.172167506,-4.737567505,2.16E-06,3.85E-05
WBGene00004130,ketn-1,12789.8845,16405.20535,9175.141926,-0.80128814,0.169235501,-4.734752084,2.19E-06,3.89E-05
WBGene00007185,nlp-36,1741.100867,2105.288815,1376.790505,-0.597928381,0.126318937,-4.733481735,2.21E-06,3.91E-05
WBGene00000562,cng-1,90.13267732,41.43790031,138.7521303,1.450383686,0.306540788,4.731454161,2.23E-06,3.95E-05
WBGene00044492,Y54G2A.49,292.7118402,210.5656499,374.9371545,0.795964376,0.168326716,4.728687134,2.26E-06,4.00E-05
WBGene00006927,vit-3,2833.849778,5343.546925,324.0997155,-1.944720714,0.41130796,-4.728137799,2.27E-06,4.01E-05
WBGene00000030,abu-7,479.6367886,687.3895818,271.6112411,-1.197546485,0.25331658,-4.727469816,2.27E-06,4.02E-05
WBGene00013845,fbxa-37,233.245597,149.8762833,316.5733398,1.001543049,0.212064551,4.722821643,2.33E-06,4.10E-05
WBGene00019372,K03H9.3,232.1061209,151.943393,312.0637358,0.969035599,0.205233538,4.721624012,2.34E-06,4.12E-05
WBGene00004451,rpl-37,317.4055844,407.5256772,227.3142303,-0.80439884,0.170451712,-4.719218319,2.37E-06,4.17E-05
WBGene00008900,F16H6.10,593.9970872,331.927903,856.0200287,1.216047004,0.25769005,4.719029717,2.37E-06,4.17E-05
WBGene00020146,got-1.2,2775.653892,3483.796988,2068.015517,-0.725210128,0.153692895,-4.718566382,2.38E-06,4.17E-05
WBGene00008229,C50F4.1,1221.035214,755.0041913,1686.596667,1.064587724,0.225666623,4.717524067,2.39E-06,4.19E-05
WBGene00010478,K01G5.5,11797.31927,13945.99145,9648.832509,-0.521634685,0.110709278,-4.711752184,2.46E-06,4.30E-05
WBGene00021813,Y53G8AR.6,847.4548743,1054.705935,640.6380665,-0.695356855,0.147578399,-4.71177937,2.46E-06,4.30E-05
WBGene00000188,arl-3,169.1301186,239.1984578,99.33299403,-1.145325219,0.24313,-4.710752346,2.47E-06,4.32E-05
WBGene00003411,mrp-5,6662.664483,5047.218637,8278.484686,0.690470613,0.146615575,4.709394716,2.48E-06,4.33E-05
WBGene00004490,rps-21,4427.691584,5399.786282,3455.863062,-0.626578132,0.133048228,-4.709406063,2.48E-06,4.33E-05
WBGene00013225,Y56A3A.2,1989.835074,2389.789017,1590.353866,-0.574349887,0.121949896,-4.709720184,2.48E-06,4.33E-05
WBGene00019061,F58F12.1,3924.157162,4839.069002,3009.828656,-0.664292534,0.141121756,-4.707229789,2.51E-06,4.37E-05
WBGene00007463,vgln-1,66354.9763,78246.9781,54463.48053,-0.513400766,0.109091485,-4.706148855,2.52E-06,4.39E-05
WBGene00018984,F56F10.1,6852.217062,5494.948715,8209.418934,0.566471461,0.120580448,4.697871571,2.63E-06,4.57E-05
WBGene00021743,Y50D4B.4,1073.521022,1406.197225,740.567381,-0.874981744,0.186334347,-4.695761987,2.66E-06,4.61E-05
WBGene00015687,chdp-1,3747.526938,4454.179382,3041.186999,-0.539562138,0.115020419,-4.691011754,2.72E-06,4.72E-05
WBGene00009307,F32A11.1,2387.882509,2894.749263,1881.329322,-0.605950039,0.129318569,-4.685715628,2.79E-06,4.83E-05
WBGene00020599,T20B6.3,308.8870352,446.5224252,171.4271273,-1.224001016,0.261267693,-4.684854077,2.80E-06,4.85E-05
WBGene00013499,Y70G10A.3,1096.631647,593.118575,1600.048534,1.257908691,0.26870044,4.681453777,2.85E-06,4.93E-05
WBGene00010062,lipl-1,587.5572037,251.1043702,923.9400688,1.517005369,0.324148458,4.679970958,2.87E-06,4.96E-05
WBGene00020616,T20D4.10,370.0745236,471.9316834,268.5471113,-0.77867223,0.166457747,-4.677897197,2.90E-06,5.00E-05
WBGene00000066,act-4,54668.5217,65282.40366,44055.10082,-0.555325497,0.118747199,-4.676535551,2.92E-06,5.03E-05
WBGene00014253,ZK1320.3,6025.996171,4794.18878,7257.67409,0.584051885,0.125192026,4.665248279,3.08E-06,5.31E-05
WBGene00022045,mrpl-55,512.3566125,655.0886793,369.4842541,-0.789628455,0.169270867,-4.664881028,3.09E-06,5.31E-05
WBGene00219216,K08D10.14,185.825034,239.7410172,131.87602,-0.820847335,0.176065866,-4.662160547,3.13E-06,5.38E-05
WBGene00006439,ant-1.1,105363.6196,126583.6689,84144.07534,-0.575582503,0.12352515,-4.65963817,3.17E-06,5.44E-05
WBGene00011064,adsl-1,3682.719929,4310.624134,3054.917501,-0.488567073,0.104877965,-4.658433961,3.19E-06,5.46E-05
WBGene00020957,W02H5.2,646.5045788,801.754506,491.6884848,-0.682302928,0.146576866,-4.654915523,3.24E-06,5.55E-05
WBGene00021948,kvs-5,1155.47747,1472.64348,838.5639248,-0.777448993,0.167086366,-4.65297685,3.27E-06,5.60E-05
WBGene00013379,Y62E10A.13,4119.733649,5174.751264,3064.855039,-0.727318907,0.156450182,-4.648885005,3.34E-06,5.71E-05
WBGene00012208,W02D9.2,1208.963913,1458.989419,959.3605315,-0.59005786,0.127069531,-4.64358257,3.42E-06,5.85E-05
WBGene00008629,cpt-5,944.1353672,1342.972338,545.0711133,-1.165658989,0.251179275,-4.640745093,3.47E-06,5.92E-05
WBGene00009353,sdhd-1,2448.438581,2945.691983,1951.662009,-0.579884898,0.124991325,-4.639401162,3.49E-06,5.95E-05
WBGene00012445,Y16B4A.2,15023.41664,17548.12248,12498.40943,-0.481659321,0.103819509,-4.639391224,3.49E-06,5.95E-05
WBGene00007453,fbxa-98,89.40017421,50.77405422,128.1460079,1.18929626,0.256545962,4.635801905,3.56E-06,6.05E-05
WBGene00019572,K09E2.3,4141.441189,5182.607378,3099.941099,-0.714440918,0.154208047,-4.632967809,3.60E-06,6.12E-05
WBGene00018174,F38B6.4,2058.180963,2981.382364,1135.144878,-1.228750413,0.265464696,-4.628677308,3.68E-06,6.25E-05
WBGene00006725,ubl-1,14509.83189,17887.22263,11132.98685,-0.66271477,0.143236169,-4.626727839,3.71E-06,6.29E-05
WBGene00020801,T25D10.4,1113.182411,672.563534,1553.914662,1.097668861,0.237240024,4.626828315,3.71E-06,6.29E-05
WBGene00002162,isp-1,11942.01991,14196.70611,9687.628974,-0.539999644,0.116860029,-4.620909713,3.82E-06,6.47E-05
WBGene00021520,Y41D4B.18,146.4603711,75.17828055,217.9739558,1.319795106,0.28566903,4.620014654,3.84E-06,6.49E-05
WBGene00008831,F14H3.12,72.05592695,36.62316711,107.4133915,1.328909256,0.287677861,4.619435266,3.85E-06,6.50E-05
WBGene00013161,Y53F4B.14,439.1835163,560.5114066,317.7933257,-0.782373863,0.169413694,-4.61812645,3.87E-06,6.53E-05
WBGene00000207,asb-2,12784.00161,15369.70647,10198.80945,-0.577681726,0.125166581,-4.615303249,3.93E-06,6.62E-05
WBGene00009180,nurf-1,6236.422498,7475.059554,4998.270987,-0.567403953,0.122951448,-4.614861917,3.93E-06,6.62E-05
WBGene00016786,cyp-35A4,126.7700724,28.07165697,225.5769161,1.837527545,0.398271627,4.613754586,3.95E-06,6.65E-05
WBGene00000729,col-156,2899.848517,3873.07821,1926.448037,-0.941263913,0.204071204,-4.612428871,3.98E-06,6.69E-05
WBGene00019727,zig-12,6722.598886,7852.363543,5593.025693,-0.481493376,0.104418729,-4.611178287,4.00E-06,6.72E-05
WBGene00012803,Y43F4B.5,4460.544098,5332.394131,3589.103635,-0.558504508,0.121188052,-4.608577325,4.05E-06,6.80E-05
WBGene00012330,zip-3,1180.594413,1524.039276,837.4279072,-0.821170377,0.178441624,-4.601899258,4.19E-06,7.01E-05
WBGene00010266,dct-18,11754.61245,14361.25871,9147.803241,-0.632017718,0.13743276,-4.598741374,4.25E-06,7.11E-05
WBGene00021113,gsp-3,2471.548068,3135.15772,1807.754931,-0.760844622,0.165450168,-4.59863312,4.25E-06,7.11E-05
WBGene00012553,cox-5A,7042.473118,8554.852361,5530.520967,-0.612375379,0.133293142,-4.594200194,4.34E-06,7.25E-05
WBGene00009918,gcsh-2,2478.964451,2973.358623,1984.45589,-0.569783438,0.124083764,-4.591925815,4.39E-06,7.33E-05
WBGene00002238,kars-1,13990.34117,16218.17297,11762.74514,-0.456525546,0.099436157,-4.591142315,4.41E-06,7.35E-05
